,data,description,cluster
2349,adamantane backbone,chemical compound,0
2331,approval,approval,0
2318,adamantane solid allow incorporation,chemical compound,0
2315,homologues,homologues,0
2313,touchscreens,touchscreens,0
2312,coatings,coatings,0
2309,hydraulic systems,hydraulic systems,0
2307,potential technological applications,potential technological applications,0
2328,endosomal escape,endosomal escape,0
2404,surface,surface,0
2350,amino group,amino group,0
2356,dyskinesia,dyskinesia,0
2399,southeast asia,continent continental area surrounding islands,0
2398,estimated 2.6 billion doses,estimated 2.6 billion doses,0
2395,chinese poultry farmers,organisms known particular common,0
2394,veterinary misuse,veterinary misuse,0
2371,central nervous,central nervous,0
2370,interactions,interactions,0
2355,parkinsonian syndromes,parkinsonian syndromes,0
2369,mild sideeffect profile,mild sideeffect profile,0
2364,small extent,small extent,0
2363,hemodialysis,hemodialysis,0
2361,halflife elimination,halflife elimination,0
2359,greater risk,greater risk,0
2358,amantadine increase,chemical compound medication,0
2357,plasma concentrations,plasma concentrations,0
2366,urine,urine,0
2820,cytochrome p450 cyp3a,gene,0
2558,skin,skin,0
2564,food drug administration category c,food drug administration category c,0
2737,brand hepcludex,brand hepcludex,0
2736,bulevirtide,medication synthetic peptide,0
2734,il28b genotype,il28b genotype,0
2733,noncirrhotic patients,noncirrhotic patients,0
2729,hcv genotype 1infected patients,hcv genotype 1infected patients,0
2724,hiv,organisms known particular common,0
2739,raised levels,raised levels,0
2722,phase,phase,0
2718,postmarketing trial,postmarketing trial,0
2708,phase iii trial,phase iii trial,0
2706,phase ii trial,phase ii trial,0
2703,granules,granules,0
2699,published evidence,published evidence,0
2696,names,names,0
2721,liver function,organ type,0
2690,publications,publications,0
2742,receptor,receptor,0
2747,cells,cells,0
2815,european medicines agency,european medicines agency,0
2808,single agent,single agent,0
2804,interferon,group class proteins,0
2799,bristol myers squibb,bristol myers squibb,0
2794,rifampin,rifampin,0
2791,cirrhosis,cirrhosis,0
2745,liver cells,organ type,0
2788,nucleoside analogue,nucleoside analogue,0
2782,norovirus,taxon,0
2780,cmx521,chemical compound,0
2766,biln,biln,0
2764,boehringer ingelheim,boehringer ingelheim,0
2751,hdvrna positive adult patients,hdvrna positive adult patients,0
2750,european union,european union,0
2785,sapoviruses,sapoviruses,0
2562,livedo reticularis,livedo reticularis,0
2686,insight,insight,0
2678,substituted pyridone derivative,substituted pyridone derivative,0
2606,subjective objective reduction,subjective objective reduction,0
2605,66%,66%,0
2603,163 patients,163 patients,0
2599,seven patients,seven patients,0
2595,group oftenpatientswithparkinson sdiseaseandgaveagroupof patients,group oftenpatientswithparkinson sdiseaseandgaveagroupof patients,0
2594,researchers lookedatagroupoftenpatientswithparkinson sdiseaseandgave group,researchers lookedatagroupoftenpatientswithparkinson sdiseaseandgave group,0
2611,greater lengths,greater lengths,0
2593,manufacturer data,manufacturer data,0
2576,incidental finding,incidental finding,0
2573,benefits,benefits,0
2572,infant exposure,infant exposure,0
2571,amantadine therapy,chemical compound medication,0
2569,breast milk production,breast milk production,0
2568,breast milk,breast milk,0
2582,woman,woman,0
2680,chemical synthesis,chemical synthesis,0
2614,safe drug,safe drug,0
2621,experimental drug candidate,experimental drug candidate,0
2677,chemistry,chemistry,0
2673,host premrnasattheir5,host premrnasattheir5,0
2666,activities,activities,0
2663,mechanism action,mechanism action,0
2662,21%,21%,0
2660,single dose administration,single dose administration,0
2618,adamas pharma,adamas pharma,0
2655,dairy products,dairy products,0
2637,active agent,active agent,0
2634,resistant mutants,resistant mutants,0
2632,mouth,mouth,0
2631,single dose,single dose,0
2628,brand xofluza,brand xofluza,0
2623,bristolmyers squibb,bristolmyers squibb,0
2654,postexposure prevention,postexposure prevention,0
6886,rapid generation,rapid generation,0
3397,sennoris district,sennoris district,0
3403,local government,local government,0
4197,lichen planus,lichen planus,0
4191,common problem,common problem,0
4189,stage,stage,0
4186,varices,varices,0
4185,bleeding,bleeding,0
4182,liver cirrhosis,organ type,0
4199,porphyria cutanea tarda,porphyria cutanea tarda,0
4181,1–3%,1–3%,0
4178,developing cirrhosis,developing cirrhosis,0
4171,25%,25%,0
4154,acute phase,acute phase,0
4150,liver injury,organ type,0
4149,acute liver failure,organ type,0
4139,hcv recurrence,hcv recurrence,0
4179,20fold greater risk,20fold greater risk,0
4136,velpatasvir,chemical compound medication,0
4200,necrolytic acral erythema,necrolytic acral erythema,0
4206,associated abnormal heart rhythms,associated abnormal heart rhythms,0
4252,puncture wound,puncture wound,0
4251,needle,needle,0
4249,needle stick injury,needle stick injury,0
4246,11–70 days,11–70 days,0
4245,unit,unit,0
4242,significant risks,significant risks,0
4201,insulin resistance,insulin resistance,0
4241,hcv screening,hcv screening,0
4230,general population,general population,0
4225,drug use,drug use,0
4217,liver biopsies,organ type,0
4215,original method,original method,0
4211,crusted lesions,crusted lesions,0
4207,central nervous disorders,central nervous disorders,0
4234,nonsterile equipment,nonsterile equipment,0
4256,hospital equipment,hospital equipment,0
4135,better understanding,better understanding,0
4129,275 patients,275 patients,0
4047,improved screening,improved screening,0
4042,difference,difference,0
4036,andean,andean,0
4022,sustained responses,sustained responses,0
4020,pegylated interferon ribavirin results,group class proteinschemical compound medication essential medicine 1 april 1990,0
4019,hcv genotypes,hcv genotypes,0
4048,north america,north america,0
4018,70–80%,70–80%,0
4001,accompanying cirrhosis,accompanying cirrhosis,0
3991,sterile syringes,sterile syringes,0
3987,national level,national level,0
3985,screening,screening,0
3982,infant,infant,0
3980,highrisk individuals,highrisk individuals,0
4016,48 weeks,48 weeks,0
4130,needles,needles,0
4052,hcv testing,hcv testing,0
4056,needle exchange,needle exchange,0
4127,2010–2012 data,2010–2012 data,0
4122,1998 usd,1998 usd,0
4121,united states costs,united states costs,0
4113,physiology,physiology,0
4112,nobel prize,nobel prize,0
4107,royalty income,royalty income,0
4054,3%,3%,0
4095,panel,panel,0
4084,decade,decade,0
4070,8–12 weeks,8–12 weeks,0
4067,schistosomiasis,schistosomiasis,0
4066,nowdiscontinued masstreatment campaign,nowdiscontinued masstreatment campaign,0
4062,abbvie,abbvie,0
4061,dohme,dohme,0
4091,unknown organism,unknown organism,0
3979,routine screening,routine screening,0
4258,syringes,syringes,0
4260,infusion bags,infusion bags,0
4439,opportunities,opportunities,0
4435,xenotransplantation,xenotransplantation,0
4433,liver tissues,organ type,0
4432,mammalian models,mammalian models,0
4426,human cell culture systems,organisms known particular common homo sapiens homo sapiens sapiens homo,0
4425,regulatory restrictions,regulatory restrictions,0
4448,virusoid,virusoid,0
4420,mammalian systems,mammalian systems,0
4409,immunosuppressed,immunosuppressed,0
4408,subsequent pregnancy,physiological condition,0
4405,membrane rupture,membrane rupture,0
4403,factors,factors,0
4398,spontaneous clearance,spontaneous clearance,0
4391,genetic factors,genetic factors,0
4419,preclinical testing,preclinical testing,0
4385,ginseng,ginseng,0
4451,hbv,hbv,0
4461,intravenous drug use,intravenous drug use,0
4518,9.5x10×10−3 1.2x10×10−3 substitutions/site/year,9.5x10×10−3 1.2x10×10−3 substitutions/site/year,0
4512,early 1950s,early 1950s,0
4506,okinawa islands,okinawa islands,0
4504,genotype iii,genotype iii,0
4502,genotype ii,genotype ii,0
4495,subsequent experiments,subsequent experiments,0
4458,drug users,drug users,0
4491,improved measures,improved measures,0
4483,b. bulevirtide,medication synthetic peptide,0
4480,medicinal products,medicinal products,0
4477,late relapse,late relapse,0
4475,efficiency,efficiency,0
4473,pegylated interferon alpha,group class proteins,0
4471,interferon alpha therapy,group class proteins,0
4488,globe,globe,0
4259,multipleuse medication vials,multipleuse medication vials,0
4384,alternative therapies proponents,alternative therapies proponents,0
4380,2013 review,2013 review,0
4307,toothbrushes,toothbrushes,0
4302,unsterilized tattooing equipment,unsterilized tattooing equipment,0
4301,prison,prison,0
4297,sterile techniques,sterile techniques,0
4296,particular concern,particular concern,0
4289,body modification,body modification,0
4309,equipment,equipment,0
4284,condom use,condom use,0
4282,united states department,united states department,0
4277,anogenital mucosa,anogenital mucosa,0
4272,heterosexual partners,heterosexual partners,0
4269,sexual intercourse,sexual intercourse,0
4265,stringent standard precautions,stringent standard precautions,0
4262,limitations,limitations,0
4283,veterans affairs,veterans affairs,0
4383,alternative therapies,alternative therapies,0
4313,cuts,cuts,0
4338,6–8 weeks,6–8 weeks,0
4379,recurrence,recurrence,0
4377,common reason,common reason,0
4375,elbasvir/grazoprevir,combination drug,0
4365,single screening test,single screening test,0
4363,sign,sign,0
4362,long term hemodialysis,long term hemodialysis,0
4326,serology,academic discipline academic major,0
4361,jail,jail,0
4357,routine,routine,0
4355,5–50%,5–50%,0
4345,liver damage,organ type,0
4342,elevation,elevation,0
4341,seven weeks,seven weeks,0
4339,care testing,care testing,0
4358,united states preventive services task force,united states preventive services task force,0
3398,fayum governorate,fayum governorate,0
3978,elevated liver enzyme levels,organ type,0
3970,diagnosing patients,diagnosing patients,0
3593,manufacturers,manufacturers,0
3577,oral dosage form,oral dosage form,0
3574,nucleotide analogue,nucleotide analogue,0
3573,gs6620,gs6620,0
3569,50%,50%,0
3568,active metabolite,active metabolite,0
3597,cidrap article novavax,cidrap article novavax,0
3566,nonhuman primates,nonhuman primates,0
3563,clinical preclinical data,clinical preclinical data,0
3559,science,science,0
3557,preclinical data,preclinical data,0
3554,cynomolgus nonhuman primates,cynomolgus nonhuman primates,0
3550,experiments,experiments,0
3542,dephosphorylation,biological process,0
3564,nucleoside analogues,nucleoside analogues,0
3537,nucleoside,nucleoside,0
3598,good preliminary phase 1 findings,good preliminary phase 1 findings,0
3611,hemagglutination inhibition,hemagglutination inhibition,0
3662,lancet,lancet,0
3661,gsk spokeswoman,gsk spokeswoman,0
3656,big breakthrough,big breakthrough,0
3651,given,given,0
3649,gsk chief executive officer j.p. garnier,gsk chief executive officer j.p. garnier,0
3644,80%,80%,0
3608,42 days,42 days,0
3635,francebased sanofi aventis,francebased sanofi aventis,0
3633,sanofi pasteur,sanofi pasteur,0
3624,modestly better performance,modestly better performance,0
3621,testing.cidrap article sanofi,testing.cidrap article sanofi,0
3620,chief medical officer,chief medical officer,0
3614,signs,signs,0
3612,82% seroconversion,82% seroconversion,0
3634,subsidiary,subsidiary,0
3665,volunteers,volunteers,0
3536,active nucleotide triphosphate form,active nucleotide triphosphate form,0
3532,gs441524 nucleoside,gs441524 nucleoside,0
3451,severe pulmonary lesions,severe pulmonary lesions,0
3446,weakness,psychopathological symptom symptom,0
3445,11 october,11 october,0
3441,infected poultry,organisms known particular common,0
3438,reservoir,reservoir,0
