,data,description,cluster
4804,known case,known case,1
2029,local official confirmed report,local official confirmed report,1
2004,wild birds,wild birds,1
2062,avian influenza outbreaks,infectious disease,1
4849,human form,organisms known particular common homo sapiens homo sapiens sapiens homo,1
1947,severe signs,severe signs,1
1859,state department,state department,1
1814,infection control,infection control,1
6985,protective immune response,protective immune response,1
9309,seven months,seven months,1
4895,h5n1 pandemic,subtype,1
9305,red blood cell breakdown,biogenic substance type,1
4905,eventual h5n1 pandemic,subtype,1
1812,2009 h1n1 outbreak,virus,1
6988,clade 2 h5n1 vaccine,subtype,1
9301,hantavirus infection,hantavirus infection,1
4891,lethal waves,lethal waves,1
1809,studies,studies,1
9298,viral hemorrhagic fevers,viral hemorrhagic fevers,1
9297,rsv infection,rsv infection,1
4894,human h5n1 infection,organisms known particular common homo sapiens homo sapiens sapiens homosubtype,1
9321,respiratory syncytial virusrelated diseases,respiratory syncytial virusrelated diseases,1
4907,moderately severe strain,moderately severe strain,1
1815,u.s. government officials,u.s. government officials,1
4929,future pandemic strain,future pandemic strain,1
1820,worstcase scenario,worstcase scenario,1
1822,human services,organisms known particular common homo sapiens homo sapiens sapiens homo,1
1830,h1n1 outbreak,virus,1
9344,rna metabolism,structural class chemical compounds,1
9343,viral mrna,transcript,1
4918,ready transmission,ready transmission,1
4916,lethal avian strain lethality,lethal avian strain lethality,1
4915,lethal avian strain,lethal avian strain,1
1840,symptoms end,symptoms end,1
6975,against.the vaccine,against.the vaccine,1
9333,possible use,possible use,1
1817,young schoolage people,young schoolage people,1
9331,antiviral effect,antiviral effect,1
6961,sanofi vaccine,sanofi vaccine,1
9362,5 hydrogen,5 hydrogen,1
9244,compassionate use,compassionate use,1
4888,virulent transmissible human form,organisms known particular common homo sapiens homo sapiens sapiens homo,1
6951,h5n1 vaccine research,subtype,1
4947,certain strains,certain strains,1
1927,20 studies,20 studies,1
1928,mild benefits,mild benefits,1
1931,useful drug,useful drug,1
9256,government agency,government agency,1
4858,eventual pandemic strain,eventual pandemic strain,1
4860,current h5n1 influenza,subtypeinfectious disease,1
7008,scenario,scenario,1
9250,severe covid‐19 covid‐19,severe covid‐19 covid‐19,1
1942,border,border,1
4852,human h1n1,organisms known particular common homo sapiens homo sapiens sapiens homovirus,1
1944,nonlethal cases,nonlethal cases,1
9247,use requests,use requests,1
4949,avian adaptation,avian adaptation,1
7011,seasonal h1n1 strains,virus,1
4861,blood relatives,biogenic substance type,1
4862,familial genetic susceptibility,familial genetic susceptibility,1
4863,human infection,organisms known particular common homo sapiens homo sapiens sapiens homo,1
6991,viral m2 protein,viral m2 protein,1
4886,highly lethal second waves,highly lethal second waves,1
4883,certain genetic similarities,certain genetic similarities,1
4882,currently circulating h5n1 strains,subtype,1
1897,food products,food products,1
9366,natural products,natural products,1
9284,new guidance,new guidance,1
9282,countries disease,countries disease,1
9368,5 carbon,5 carbon,1
6947,new facility,new facility,1
3820,unknown effects,unknown effects,1
4867,needed immune function,needed immune function,1
7005,additional antiviral drugs,additional antiviral drugs,1
6946,trivalent vaccine,trivalent vaccine,1
4945,genetic properties,genetic properties,1
6953,h5n1 vaccine approval stockpiling,subtype,1
2278,medical applications known derivatives,medical applications known derivatives,1
4790,human cellular receptors,organisms known particular common homo sapiens homo sapiens sapiens homo,1
4788,laboratorygenerated h5n1,subtype,1
4694,waves,waves,1
4693,clinical symptoms,clinical symptoms,1
9037,new batch,new batch,1
4685,origin outbreak hong kong china,"sovereign state socialist state secular state constitutional republic country ""peoples republic""",1
6915,sometimesfatal infection,sometimesfatal infection,1
1719,seasonal vaccine,seasonal vaccine,1
2198,crystalline diamond,crystalline diamond,1
5000,nonbenzodiazepines,nonbenzodiazepines,1
4679,direct transmission,direct transmission,1
4676,divergent subtypes,divergent subtypes,1
7133,mild disinfectant,mild disinfectant,1
9022,9 12 months,9 12 months,1
4673,new subtypes,new subtypes,1
1717,2009 h1n1 vaccine,virus,1
4683,neuraminidase internal proteins,group class enzymesgroup class chemical substances second-order class,1
7114,cytokinerelated risks,cytokinerelated risks,1
7113,primary viral pneumonia,cause death infectious disease,1
7112,influenza strain,infectious disease,1
2169,diamond,diamond,1
7100,antiviral drugs ribavirin,chemical compound medication essential medicine 1 april 1990,1
2176,cell,cell,1
7102,cytopathic effects,cytopathic effects,1
2179,phase transition,phase transition,1
9422,drug interactions,drug interactions,1
9064,repurposed drug,repurposed drug,1
2184,cubic phase,cubic phase,1
9427,gastrointestinal central nervous adverse effects,gastrointestinal central nervous adverse effects,1
4708,new possible pandemic,new possible pandemic,1
2188,significant,significant,1
4989,emerging viral diseases,emerging viral diseases,1
1730,threatening new pandemic,threatening new pandemic,1
6916,vaccine ingredients,vaccine ingredients,1
2191,large single crystals,large single crystals,1
7135,stronger immune response,stronger immune response,1
7094,lethal infection,lethal infection,1
4668,known outbreak,known outbreak,1
5003,peptic ulcer disease,peptic ulcer disease,1
6892,cell cultures,cell cultures,1
5020,indistinguishable viruses,indistinguishable viruses,1
2263,friedel–crafts reaction,friedel–crafts reaction,1
6891,highly pathogenic influenza viruses,infectious disease,1
7157,vaccine effectiveness,vaccine effectiveness,1
8985,protective group,protective group,1
5016,reported h10n7 outbreak,reported h10n7 outbreak,1
5022,pond,pond,1
2269,difficult reaction,difficult reaction,1
1691,current h1n1 outbreak,virus,1
2271,nitrogensubstituted drug amantadine,chemical compound medication,1
7161,nearly people,nearly people,1
2274,nitroester,nitroester,1
4636,chronic disease,chronic disease,1
2268,nitration,nitration,1
4642,pará,federative unit brazil,1
7155,medical visits,medical visits,1
6896,protein sciences corporation,protein sciences corporation,1
4666,multiple subtypes,multiple subtypes,1
4665,genetic process,genetic process,1
4661,amazon region,amazon region,1
1711,vaccines,vaccines,1
6900,broadly protective vaccines,broadly protective vaccines,1
1704,state,state,1
2241,reaction products,reaction products,1
2242,reaction conditions,reaction conditions,1
9004,government agencies,government agencies,1
5011,bone diseases,bone diseases,1
6898,new pathways,new pathways,1
7143,medical experiments,medical experiments,1
8999,new line,new line,1
6897,clinical evaluation,clinical evaluation,1
7146,hospitalized severe cases,hospitalized severe cases,1
4667,clinical data,clinical data,1
7055,alternative influenza treatments,infectious disease,1
7092,control group,control group,1
7091,placebo,placebo,1
2092,human transmission confirmed,organisms known particular common homo sapiens homo sapiens sapiens homo,1
4973,possible prepandemic vaccines,possible prepandemic vaccines,1
4773,humans.h5n1 vaccines,humans.h5n1 vaccines,1
2094,known human cases,organisms known particular common homo sapiens homo sapiens sapiens homo,1
8730,family picornaviridae,taxon,1
2096,humantohuman transmission,humantohuman transmission,1
9145,remdesivir group,chemical compound prodrug antiviral drug,1
7066,donated blood,biogenic substance type,1
4770,suspected human,organisms known particular common homo sapiens homo sapiens sapiens homo,1
7068,newcastle disease,newcastle disease,1
7069,interferon therapies,group class proteins,1
9134,randomized controlled clinical trials,randomized controlled clinical trials,1
2108,diamond crystal,diamond crystal,1
7073,subsequent studies,subsequent studies,1
4974,human pandemic,organisms known particular common homo sapiens homo sapiens sapiens homo,1
4971,vaccine development,vaccine development,1
4775,h5n1 prepandemic vaccines,subtype,1
7062,viral infection,viral infection,1
9164,drug baricitinib,chemical compound medication,1
4787,humancommunicable strain,humancommunicable strain,1
2070,poultry belt,organisms known particular common,1
4785,h5n1 clinical trials stage,subtype,1
9160,statistically significant differences,statistically significant differences,1
9159,10day remdesivir group,chemical compound prodrug antiviral drug,1
4969,human preparation,organisms known particular common homo sapiens homo sapiens sapiens homo,1
7058,products,products,1
2079,highly pathogenic h5n8 bird flu,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,1
9154,fiveday remdesivir group,chemical compound prodrug antiviral drug,1
7061,cellular signalling factors,cellular signalling factors,1
9152,clinical status,clinical status,1
4779,prepandemic vaccine,prepandemic vaccine,1
9149,clinical improvement,clinical improvement,1
4777,emerging pandemic,emerging pandemic,1
7075,low concentrations,low concentrations,1
9421,fewer symptoms,fewer symptoms,1
7076,phase iii trials,phase iii trials,1
7077,initial trials,initial trials,1
4737,excess deaths,excess deaths,1
9097,directacting antiviral agent,directacting antiviral agent,1
7085,interferon manufacturers,group class proteins,1
4733,pandemic season,pandemic season,1
9092,growing rna chain,structural class chemical compounds,1
1746,outbreak cycle,outbreak cycle,1
9417,orally administered antiviral drug,orally administered antiviral drug,1
7086,interferon use,group class proteins,1
9419,similar drug amantadine,chemical compound medication,1
4983,available vaccines,available vaccines,1
9086,rnadependent rna polymerases,structural class chemical compounds,1
9085,viral rna production,structural class chemical compounds,1
9084,viral exoribonuclease,viral exoribonuclease,1
4725,large disruptions,large disruptions,1
7087,medical profession,medical profession,1
1748,real pandemic,real pandemic,1
4739,human fatality,organisms known particular common homo sapiens homo sapiens sapiens homo,1
4979,human pandemic lethality,organisms known particular common homo sapiens homo sapiens sapiens homo,1
2118,reaction,reaction,1
9121,monoclonal antibody treatments,family protein complexes,1
4753,1968 pandemic,1968 pandemic,1
9117,promising antiviral activity,promising antiviral activity,1
4752,1957 pandemic,1957 pandemic,1
7081,interferon alfa2b medicine,group class proteins,1
4748,pandemic planning,pandemic planning,1
4747,southeast east asia,continent continental area surrounding islands,1
4975,human pandemic eventual emergence,organisms known particular common homo sapiens homo sapiens sapiens homo,1
9108,preclinical results,preclinical results,1
9411,drug entry,drug entry,1
4743,100 confirmed cases,100 confirmed cases,1
4742,confirmed cases,confirmed cases,1
4741,confirmed human deaths,organisms known particular common homo sapiens homo sapiens sapiens homo,1
4977,veryeffective prepandemic vaccine,veryeffective prepandemic vaccine,1
4759,h5n1 infections,subtype,1
5431,cell cytoplasm,cell cytoplasm,1
2727,published clinical trials,published clinical trials,1
8726,large family,large family,1
8093,toxicity studies,toxicity studies,1
3448,respiratory distress,respiratory distress,1
3450,clinical signs,clinical signs,1
3451,severe pulmonary lesions,severe pulmonary lesions,1
8092,drive,drive,1
3457,southern state,southern state,1
3998,advanced liver disease,organ type,1
3444,clinical manifestations,clinical manifestations,1
7706,nonhuman animals,nonhuman animals,1
3992,active infection,active infection,1
8078,drug innovation ventures,drug innovation ventures,1
3468,poultry markets,organisms known particular common,1
7711,typical scenario,typical scenario,1
8075,sarscov2.the drug,sarscov2.the drug,1
8074,viral rna replication,structural class chemical compounds,1
7712,virusinfected cell,virusinfected cell,1
7708,foreign protein,foreign protein,1
7700,interferon alpha2b,group class proteins,1
3441,infected poultry,organisms known particular common,1
